Category,Item,Supplier,Supplier Site,Order Number,Supplier Lead Time,Historical Lead Time,Variance Days,Variance Percentage
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1610,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1611,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1612,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1613,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1614,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1615,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1616,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1617,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1618,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1619,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1620,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1621,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1622,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1623,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1624,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1625,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1626,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1627,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1628,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1629,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1630,4,6,2,50
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2778,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2779,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2780,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2781,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2782,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2783,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2784,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2785,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2786,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2787,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2788,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2789,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2790,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2791,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2792,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2793,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2794,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2795,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2796,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2797,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2798,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2799,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2800,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2801,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2802,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2803,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2804,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2805,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2806,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2807,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2808,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2809,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2810,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2811,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3322,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3323,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3324,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3325,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3326,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3327,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3328,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3329,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3330,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3331,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3332,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3333,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3334,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3335,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3336,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3337,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3338,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3339,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3340,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3341,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3342,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3343,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3344,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3345,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3346,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3347,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3348,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3349,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3350,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3351,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3352,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3353,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3354,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3355,3,-1,-4,-1.33E+02
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1189,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1190,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1191,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1192,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1193,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1194,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1195,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1196,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1197,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1198,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1199,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1200,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1201,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1202,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1203,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1204,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1205,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1206,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1207,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1208,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1209,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1210,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1211,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1212,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1213,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1214,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1215,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1216,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1217,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1218,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1219,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1220,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1221,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1222,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1631,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1632,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1633,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1634,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1635,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1636,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1637,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1638,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1639,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1640,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1641,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1642,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1643,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1644,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1645,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1646,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1647,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1648,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1649,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1650,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1651,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1652,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1653,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1654,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1655,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1656,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1657,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1658,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1659,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1660,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1661,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1662,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1663,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1664,4,7,3,75
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2812,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2813,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2814,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2815,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2816,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2817,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2818,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2819,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2820,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2821,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2822,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2823,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2824,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2825,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2826,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2827,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2828,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2829,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2830,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2831,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2832,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2833,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2834,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2835,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2836,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2837,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2838,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2839,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2840,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2841,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2842,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2843,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2844,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD2845,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3356,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3357,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3358,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3359,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3360,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3361,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3362,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3363,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3364,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3365,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3366,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3367,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3368,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3369,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3370,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3371,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3372,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3373,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3374,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3375,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3376,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3377,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3378,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3379,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3380,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3381,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3382,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3383,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3384,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3385,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3386,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3387,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3388,3,-1,-4,-1.33E+02
MicrophonesLarge,ECMicrophone4mm,StarElectronics,Delhi,EC4MMORD3389,3,-1,-4,-1.33E+02
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1223,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1224,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1225,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1226,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1227,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1228,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1229,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1230,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1231,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1232,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1233,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1234,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1235,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1236,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1237,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1238,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1239,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1240,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1241,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1242,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1243,4,8,4,100
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1244,4,7,3,75
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1245,4,6,2,50
MicrophonesRibbon,ECMicrophone6mm,StarElectronics,Singapore,EC6MMORD1246,4,6,2,50
